ItemTekstMan,Item,Focus,QuestAns,ItemTekst,Version,CorrAns,questions,ChangeWord2ndpres,Cleft,ChangeWord1thpres,type,Ynans,ID,n,ChangeResponse_raw,QuestResponse.rt_mean,QuestResponse.rt_raw,QuestResponse.rt_std,YNResp.corr_mean,YNResp.corr_raw,YNResp.corr_std,YNResp.keys_raw,YNResp.rt_mean,YNResp.rt_raw,YNResp.rt_std,changeResponse.corr_mean,changeResponse.corr_raw,changeResponse.corr_std,changeResponse.rt_mean,changeResponse.rt_raw,changeResponse.rt_std,quest_response_raw,order,Education,Participant,gender,frameRate,Age,List,date,reading language,expName,handedness,Native language
Nede på Niels Steensens fodboldbane der taler de om hvad er det lige protestantismen er i forhold til katolicismen    ,f8,n/a,n/a,Nede på Niels Steensens gymnasium der taler de om hvad er det lige protestantismen er i forhold til katolicismen    ,f,gymnasium,0, fodboldbane,n/a,gymnasium,filler,1,f8,1,'kollegium',0.023654161,0.023654161,0,1,1,0,'1',4.207408905,4.207408905,0,0,0,0,2.464702129,2.464702129,0,'',36,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Man sidder dog tilbage med det indtryk hvad mente han egentlig med det der                 ,f10,n/a,n/a,Man sidder immervæk tilbage med det indtryk hvad mente han egentlig med det der                 ,f,immervæk,0, dog,n/a,immervæk,filler,1,f10,1,u'immerv\xe6k',0.030121012,0.030121012,0,1,1,0,'1',1.788124084,1.788124084,0,1,1,0,2.481374264,2.481374264,0,'',39,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Til fødslen skal man sådan lige ind at smage på hvad er det lige man præcis siger                  ,f12,n/a,n/a,Til jobsamtalen skal man sådan lige ind at smage på hvad er det lige man præcis siger                  ,f,jobsamtalen,0,,n/a,fødslen,filler,1,f12,1,'jobsamtalen',0.020830287,0.020830287,0,1,1,0,'1',2.149662256,2.149662256,0,1,1,0,2.664847612,2.664847612,0,'',23,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Euforien smitter da selvfølgelig igennem også på at vi ikke kan få læger og tandlæger og sådan nogle ting heroppe     ,f13,n/a,n/a,Arbejdsløsheden smitter da selvfølgelig igennem også på at vi ikke kan få læger og tandlæger og sådan nogle ting heroppe     ,f,Arbejdsløsheden,0,euforien,n/a,Arbejdsløsheden,filler,1,f13,1,u'arbejdsl\xf8sheden',0.019052576,0.019052576,0,1,1,0,'1',2.21065402,2.21065402,0,0,0,0,4.39726162,4.39726162,0,'',33,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Det havde jeg virkelig problemer med sidste sommerferie at jeg kun fik en månedsløn af mor og far,f15,n/a,n/a,Det havde jeg virkelig problemer med sidste jul at jeg kun fik en månedsløn af mor og far      ,f,jul,0,sommerferie,n/a,jul,filler,1,f15,1,'jul',0.022363294,0.022363294,0,1,1,0,'1',2.402600288,2.402600288,0,1,1,0,2.064844131,2.064844131,0,'',43,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Der er altid popsangere der går og holder øje med at der ikke er nogen der snyder sig ind          ,f16,n/a,n/a,Der er altid idioter der går og holder øje med at der ikke er nogen der snyder sig ind          ,f,idioter,0,popsangere,n/a,idioter,filler,1,f16,1,'idioter',0.026675275,0.026675275,0,1,1,0,'1',2.439067841,2.439067841,0,1,1,0,1.814885974,1.814885974,0,'',24,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Jeg er skrevet på sådan en venteliste i toget med at jeg vil gerne lære at spille guitar            ,f20,n/a,n/a,Jeg er skrevet på sådan en venteliste i klubben med at jeg vil gerne lære at spille guitar            ,f,klubben,0,toget,n/a,klubben,filler,1,f20,1,'klubben',0.024039017,0.024039017,0,1,1,0,'1',5.252752304,5.252752304,0,1,1,0,2.331383944,2.331383944,0,'',9,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
På beboermødet fik min socialrådgiver sådan en raptus med at nu ville hun ligesom prøve at bo i noget moderne byggeri         ,f22,n/a,n/a,På beboermødet fik min mor sådan en raptus med at nu ville hun ligesom prøve at bo i noget moderne byggeri         ,f,mor,0,socialrådgiver,n/a,mor,filler,1,f22,1,'mor',0.031283274,0.031283274,0,1,1,0,'1',7.626363754,7.626363754,0,1,1,0,1.531732917,1.531732917,0,'',16,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Man har fra parkgængernes side syntes at nu var det altså for dyrt  ,f24,n/a,n/a,Man har fra beboernes side syntes at nu var det altså for dyrt,f,beboernes,0,parkgængernes,n/a,beboernes,filler,1,f24,1,'beboernes',0.027622981,0.027622981,0,1,1,0,'1',1.688807368,1.688807368,0,1,1,0,1.848243952,1.848243952,0,'',19,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Det var bussen vi var med hen til teatret,1,n,n/a,Det var bussen vi var med hen til museet,b,museet,0,teatret,y,museet,item,1,1b,1,'museet',0.015296069,0.015296069,0,1,1,0,'1',2.791184425,2.791184425,0,1,1,0,3.398226023,3.398226023,0,'',3,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Jeg har de to krabater at holde styr på i min lille gesjæft,2,y,n/a,Jeg har de to vildbasser at holde styr på i min lille gesjæft,c,vildbasser,0,krabater,n,vildbasser,item,1,2c,1,'vilbasser',0.024364861,0.024364861,0,1,1,0,'1',3.017207146,3.017207146,0,0,0,0,4.630159855,4.630159855,0,'',0,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Man hørte den fortælling i min aldergruppe i hvert fald,3,n,n/a,Man hørte den fortælling i min generation i hvert fald,d,generation,0,aldergruppe,n,generation,item,1,3d,1,'generation',0.029576441,0.029576441,0,1,1,0,'1',2.412863016,2.412863016,0,1,1,0,2.714606524,2.714606524,0,'',18,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Det er sådan en dag man husker resten af tiden uanset hvad der sker,4,y,n/a,Det er sådan en aften man husker resten af tiden uanset hvad der sker,a,aften,0,dag,y,aften,item,1,4a,1,'aften',0.024457546,0.024457546,0,1,1,0,'1',2.14179635,2.14179635,0,1,1,0,2.114778042,2.114778042,0,'',48,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Det var den gade jeg boede på i begyndelsen af min uddannelse i København,5,n,I starten af sin uddanndelse,Det var den gade jeg boede på i starten af min uddannelse i København,b,starten,Hvornår boede personen i København?,begyndelsen,y,starten,item,1,5b,1,'starten',10.94242191,10.94242191,0,1,1,0,'1',2.990085602,2.990085602,0,1,1,0,4.563915253,4.563915253,0,'i starten af sin uddannelse',2,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Vi skulle køre igennem et stort område på ferien,6,y,n/a,Vi skulle køre igennem et stort land på ferien,c,land,0,område,n,land,item,1,6c,1,'land',0.029537955,0.029537955,0,1,1,0,'1',2.395742178,2.395742178,0,1,1,0,1.01524663,1.01524663,0,'',21,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Kommandantskabet står for istandsættelsen af de ydre mure,7,n,n/a,Kommandantskabet står for vedligeholdelsen af de ydre mure,d,vedligeholdelsen,0,istandsættelsen,n,vedligeholdelsen,item,1,7d,1,'',0.019817155,0.019817155,0,0,0,0,,,,,0,0,0,0.029867327,0.029867327,0,'',15,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Det var advokat min farfar havde virke som en periode,8,y,n/a,Det var sagfører min farfar havde virke som en periode,a,sagfører,0,advokat,y,sagfører,item,1,8a,1,u'sagf\xf8rer',0.0147701,0.0147701,0,1,1,0,'1',1.280360579,1.280360579,0,1,1,0,1.981524706,1.981524706,0,'',26,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Det er tømrere du har brug for til det projekt,9,n,Du,Det er tømrere du har brug for til det byggeri,b,byggeri,Hvem har brug for nogen?,projet,y,byggeri,item,1,9b,1,'byggeri',4.608556271,4.608556271,0,1,1,0,'1',3.231361866,3.231361866,0,1,1,0,3.4476161,3.4476161,0,'du',8,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Man betalte for detaljen hos det selskab,10,y,n/a,Man betalte for finessen hos det selskab,c,finessen,0,detaljen,n,finessen,item,1,10c,1,'finessen',0.026695479,0.026695479,0,1,1,0,'1',2.149823904,2.149823904,0,1,1,0,2.281364203,2.281364202,0,'',12,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Jeg så den nye viden som det helt store ved at gå i gymnasiet,11,n,n/a,Jeg så den nye viden som det helt store ved at gå i skole,d,skole,0,gymnasiet,n,skole,item,1,11d,1,'skole',0.024446642,0.024446642,0,1,1,0,'1',2.376322269,2.376322269,0,1,1,0,1.132072091,1.132072091,0,'',45,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Det er den her nymodens opdragelse man skal lære alle steder i samfundet,12,y,n/a,Det er den her nymodens pædagogik man skal lære alle steder i samfundet,a,pædagogik,0,opdragelse,y,pædagogik,item,1,12a,1,u'p\xe6dagogik',0.023323506,0.023323506,0,1,1,0,'1',4.089760304,4.089760303,0,1,1,0,9.212103844,9.212103844,0,'',14,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Det var biologi jeg interesserede mig for som ung,13,n,n/a,Det var biologi jeg interesserede mig for som barn,b,barn,0,ung,y,barn,item,1,13b,1,'barn',0.021390893,0.021390893,0,1,1,0,'1',2.863764763,2.863764763,0,1,1,0,1.548374414,1.548374414,0,'',10,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Jeg var omhyggelig med det job på fabrikken,14,y,n/a,Jeg var omhyggelig med den tjans på fabrikken,c,den tjans,0,det job,n,den tjans,item,1,14c,1,'den tjans',0.026555648,0.026555648,0,1,1,0,'1',2.882043123,2.882043123,0,1,1,0,2.781206846,2.781206846,0,'',38,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
De har en eller anden blokering over for at læse bøger,15,n,n/a,De har en eller anden blokering over for at læse aviser,d,aviser,0,bøger,n,aviser,item,1,15d,1,'aviser',0.030021911,0.030021911,0,1,1,0,'1',2.812614441,2.812614441,0,1,1,0,2.281448364,2.281448364,0,'',4,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Det var etnografi jeg beskæftigede mig med i specialet,16,y,n/a,Det var antropologi jeg beskæftigede mig med i specialet,a,antropologi,0,etnografi,y,antropologi,item,1,16a,1,'antropologi',0.019366875,0.019366875,0,1,1,0,'1',1.512423754,1.512423754,0,1,1,0,4.130680561,4.130680561,0,'',29,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Det er en utrolig fleksibel ansættelse jeg har med hensyn til mødetid og hjemmearbejde,17,n,n/a,Det er en utrolig fleksibel ansættelse jeg har med hensyn til flekstid og hjemmearbejde,b,flextid,0,mødetid,y,flextid,item,1,17b,1,'',0.014952906,0.014952906,0,0,0,0,,,,,0,0,0,0.038357873,0.038357873,0,'',22,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Man skulle bygge et semester ovenpå forløbet hvis man ville det,18,y,Bygge det oven på forløbet,Man skulle bygge et årsværk ovenpå forløbet hvis man ville det,c,årsværk,Hvad skal man gøre med et årsværk?,semester,n,årsværk,item,1,18c,1,u'\xe5rsv\xe6rk',7.873912811,7.873912811,0,1,1,0,'1',1.427891254,1.427891254,0,1,1,0,2.847898245,2.847898245,0,u'bygge det oven p\xe5',25,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Jeg har jo kendt min stedfar en alt for kort stund,19,n,n/a,Jeg har jo kendt min papfar en alt for kort stund,d,papfar,0,stedfar,n,papfar,item,1,19d,1,'papfar',0.023743641,0.023743641,0,1,1,0,'1',1.864341736,1.864341736,0,1,1,0,1.698321342,1.698321342,0,'',32,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Det var jo midt i frokosten om onsdagen at min mor skulle til bageren,20,y,n/a,Det var jo midt i frokosten om tirsdagen at min mor skulle til bageren,a,tirsdagen,0,onsdagen,y,tirsdagen,item,1,20a,1,'tirsdagen',0.021704229,0.021704229,0,1,1,0,'1',2.075894356,2.075894356,0,1,1,0,2.448025942,2.448025942,0,'',41,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Det var en brugt racercykel jeg fik i fødselsdagsgave den vinter,21,n,Han fik den i gave,Det var en brugt racercykel jeg fik i fødselsdagsgave den sommer,b,sommer,Hvad skete der med cyklen?,vinter,y,sommer,item,1,21b,1,'sommer',5.691570759,5.691570759,0,1,1,0,'1',3.277104139,3.277104139,0,1,1,0,5.313639164,5.313639164,0,'han fik den i gave',46,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Du dør af osen ved en ildebrand,22,y,n/a,Du dør af røgen ved en ildebrand,c,røgen,0,osen,n,røgen,item,1,22c,1,u'r\xf8gen',0.02568299,0.02568299,0,1,1,0,'1',1.43717587,1.43717587,0,1,1,0,1.864924788,1.864924788,0,'',44,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Man skal finde det kort frem under forestillingen,23,n,n/a,Man skal finde det kort frem under showet,d,showet,0,forestillingen,n,showet,item,1,23d,1,'showet',0.019314598,0.019314598,0,1,1,0,'1',2.314646959,2.314646959,0,1,1,0,2.14831996,2.14831996,0,'',27,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Det er mange penge jeg skylder i lejligheden,24,y,n/a,Det er mange kroner jeg skylder i lejligheden,a,kroner,0,penge,y,kroner,item,1,24a,1,'kroner',0.029874062,0.029874062,0,1,1,0,'1',2.265151501,2.265151501,0,1,1,0,2.264754772,2.264754772,0,'',1,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Det var mine venner jeg gik til fodbold med,25,n,n/a,Det var mine venner jeg gik til håndbold med,b,håndbold,0,fodbold,y,håndbold,item,1,25b,1,u'h\xe5ndbold',0.030318892,0.030318892,0,1,1,0,'1',2.116162062,2.116162062,0,1,1,0,2.881165981,2.881165981,0,'',5,Jura,14,Kvinde,60.02021169,20,2,2018_nov_15_1419,Dansk,working program med print of rt og print med builderevent og forståelse 7.4,Højre,Dansk
Vi havde lavet sådan nogle valg i klassen hvor vi kunne stemme om hvem vi gerne ville komme i klasse med         ,f2,n/a,n/a,Vi havde lavet sådan nogle valg i klassen hvor vi kunne stemme om hvem vi gerne ville komme i klasse med         ,f,,0,,n/a,ingen,filler,0,f2,1,'',0.014599755,0.014599755,0,1,1,0,'0',2.916301727,2.916301727,0,0,0,0,0.037378296,0.037378296,0,'',23,Dansk,18,kvinde,59.97180346,20,2,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Det må også få nogle konsekvenser i retning af hvordan man så behandler folk ikke                  ,f5,n/a,n/a,Det må også få nogle konsekvenser i retning af hvordan man så behandler folk ikke                  ,f,,0,,n/a,ingen,filler,0,f5,1,'',0.014753055,0.014753055,0,1,1,0,'0',2.172834635,2.172834635,0,0,0,0,0.03197623,0.03197623,0,'',28,Dansk,18,kvinde,59.97180346,20,2,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
De fik sådan ligesom en fornemmelse af hvad der egentlig skete ikke               ,f6,n/a,n/a,De fik sådan ligesom en fornemmelse af hvad der egentlig skete ikke               ,f,,0,,n/a,ingen,filler,0,f6,1,'',0.014664539,0.014664539,0,1,1,0,'0',2.946332693,2.946332693,0,0,0,0,0.032287642,0.032287642,0,'',21,Dansk,18,kvinde,59.97180346,20,2,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Når man kommer hjem så glemmer man hvor er det nu lige skeerne ligger og glassene står                   ,f7,n/a,n/a,Når man kommer hjem så glemmer man hvor er det nu lige skeerne ligger og glassene står                   ,f,,0,,n/a,ingen,filler,0,f7,1,'',0.014551969,0.014551969,0,1,1,0,'0',2.434596539,2.434596539,0,0,0,0,0.032786351,0.032786351,0,'',44,Dansk,18,kvinde,59.97180346,20,2,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Min første tanke var jo hvad tænkte han ikke om mig ikke                 ,f9,n/a,n/a,Min første tanke var jo hvad tænkte han ikke om mig ikke                 ,f,,0,,n/a,ingen,filler,0,f9,1,'',0.014524067,0.014524067,0,1,1,0,'0',3.419400692,3.419400692,0,0,0,0,0.031906638,0.031906638,0,'',0,Dansk,18,kvinde,59.97180346,20,2,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Så vi har ikke været nødt til at sætte en hel masse grænser for hvad må man og hvad må man ikke                  ,f11,n/a,n/a,Så vi har ikke været nødt til at sætte en hel masse grænser for hvad må man og hvad må man ikke                  ,f,,0,,n/a,ingen,filler,0,f11,1,'',0.017651647,0.017651647,0,1,1,0,'0',2.519796848,2.519796848,0,0,0,0,0.035071418,0.035071418,0,'',39,Dansk,18,kvinde,59.97180346,20,2,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Så får jeg jo erstatning for at jeg ikke kan bøje den og strække den helt som den skal     ,f14,n/a,n/a,Så får jeg jo erstatning for at jeg ikke kan bøje den og strække den helt som den skal     ,f,,0,,n/a,ingen,filler,0,f14,1,'',0.017566979,0.017566979,0,1,1,0,'0',2.872232914,2.872232914,0,0,0,0,0.031429417,0.031429417,0,'',14,Dansk,18,kvinde,59.97180346,20,2,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
De føler at de bare kan trampe på dem der ikke er så populære     ,f17,n/a,Dem der ikke er populære,De føler at de bare kan trampe på dem der ikke er så populære     ,f,,Hvem trampes på?,,n/a,ingen,filler,0,f17,1,'',10.12384796,10.12384796,0,1,1,0,'0',2.64661932,2.64661932,0,0,0,0,0.028372074,0.028372074,0,u'dem der ikke er s\xe5 popul\xe6re',31,Dansk,18,kvinde,59.97180346,20,2,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
På mit gymnasie der er det faktisk blevet ændret med at piger de godt kan få lov til at springe         ,f18,n/a,piger,På mit gymnasie der er det faktisk blevet ændret med at piger de godt kan få lov til at springe         ,f,,Hvem må springe?,,n/a,ingen,filler,0,f18,1,'',3.193432808,3.193432808,0,1,1,0,'0',3.722033501,3.722033501,0,0,0,0,0.038523879,0.038523879,0,'piger',8,Dansk,18,kvinde,59.97180346,20,2,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Jeg tror jeg en enkelt gang har fået en bemærkning om at nu er der vist kommet lidt Århus ind i sproget mens jeg boede dernede,f19,n/a,n/a,Jeg tror jeg en enkelt gang har fået en bemærkning om at nu er der vist kommet lidt Århus ind i sproget mens jeg boede dernede,f,,0,,n/a,ingen,filler,0,f19,1,'',0.014198866,0.014198866,0,1,1,0,'0',4.063072205,4.063072205,0,0,0,0,0.047273215,0.047273215,0,'',9,Dansk,18,kvinde,59.97180346,20,2,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Dengang blev vi allerede enige om at det var egentlig barmhjertigt ikke                 ,f21,n/a,n/a,Dengang blev vi allerede enige om at det var egentlig barmhjertigt ikke                 ,f,,0,,n/a,ingen,filler,0,f21,1,'',0.018555732,0.018555732,0,1,1,0,'0',2.942847967,2.942847967,0,0,0,0,0.030325849,0.030325849,0,'',16,Dansk,18,kvinde,59.97180346,20,2,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Det har vi da også snakket om senere at sådan skal det i hvert fald ikke være hos mig vel                 ,f23,n/a,n/a,Det har vi da også snakket om senere at sådan skal det i hvert fald ikke være hos mig vel                 ,f,,0,,n/a,ingen,filler,0,f23,1,'',0.014788975,0.014788975,0,1,1,0,'0',3.670802116,3.670802116,0,0,0,0,0.042079929,0.042079929,0,'',17,Dansk,18,kvinde,59.97180346,20,2,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Jeg spurgte også min tandlæge om vi ikke skulle få det navn             ,f1,n/a,n/a,Jeg spurgte også min mand om vi ikke skulle få det navn             ,f,mand,0,tandlæge,n/a,mand,filler,1,f1,1,'mand',0.027246697,0.027246697,0,1,1,0,'1',1.928104162,1.928104162,0,1,1,0,3.200615644,3.200615644,0,'',15,Dansk,18,kvinde,59.97180346,20,2,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Flemming han kunne godt tale sådan lidt som nogle af alle de der bønder ude fra København eller hvor de nu kommer fra                ,f3,n/a,taler,Flemming han kunne godt tale sådan lidt som nogle af alle de der bønder ude fra Mogenstrup eller hvor de nu kommer fra                ,f,Mogenstrup,Hvad gør Flemming?, København,n/a,Mogenstrup,filler,1,f3,1,'mogenstrup',6.396364689,6.396364689,0,1,1,0,'1',3.111361027,3.111361027,0,0,0,0,2.767111063,2.767111063,0,u'taler som b\xf8nderne',32,Dansk,18,kvinde,59.97180346,20,2,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Kattene kunne få lov at vælge hvilken klasse de godt kunne synes at komme i          ,f4,n/a,klasse,Ungerne kunne få lov at vælge hvilken klasse de godt kunne synes at komme i          ,f,Ungerne,Hvad kan vælges?, kattene,n/a,Ungerne,filler,1,f4,1,'ungerne',9.181910515,9.181910515,0,1,1,0,'1',2.108755589,2.108755589,0,0,0,0,1.749918103,1.749918103,0,'hvilken klasse de gerne vil i',25,Dansk,18,kvinde,59.97180346,20,2,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Nede på Niels Steensens fodboldbane der taler de om hvad er det lige protestantismen er i forhold til katolicismen    ,f8,n/a,n/a,Nede på Niels Steensens gymnasium der taler de om hvad er det lige protestantismen er i forhold til katolicismen    ,f,gymnasium,0, fodboldbane,n/a,gymnasium,filler,1,f8,1,'gymnasium',0.023683911,0.023683911,0,1,1,0,'1',2.146245241,2.146245241,0,1,1,0,3.901124239,3.901124239,0,'',46,Dansk,18,kvinde,59.97180346,20,2,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Man sidder dog tilbage med det indtryk hvad mente han egentlig med det der                 ,f10,n/a,n/a,Man sidder immervæk tilbage med det indtryk hvad mente han egentlig med det der                 ,f,immervæk,0, dog,n/a,immervæk,filler,1,f10,1,u'immerv\xe6k',0.020245241,0.020245241,0,1,1,0,'1',2.007899761,2.007899761,0,1,1,0,2.533688784,2.533688784,0,'',30,Dansk,18,kvinde,59.97180346,20,2,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Til fødslen skal man sådan lige ind at smage på hvad er det lige man præcis siger                  ,f12,n/a,n/a,Til jobsamtalen skal man sådan lige ind at smage på hvad er det lige man præcis siger                  ,f,jobsamtalen,0,,n/a,fødslen,filler,1,f12,1,'jobsamtalen',0.020877685,0.020877685,0,1,1,0,'1',2.10780549,2.10780549,0,1,1,0,4.918338776,4.918338776,0,'',4,Dansk,18,kvinde,59.97180346,20,2,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Euforien smitter da selvfølgelig igennem også på at vi ikke kan få læger og tandlæger og sådan nogle ting heroppe     ,f13,n/a,n/a,Arbejdsløsheden smitter da selvfølgelig igennem også på at vi ikke kan få læger og tandlæger og sådan nogle ting heroppe     ,f,Arbejdsløsheden,0,euforien,n/a,Arbejdsløsheden,filler,1,f13,1,u'arbejdsl\xf8sheden',0.023921559,0.023921559,0,1,1,0,'1',2.863284826,2.863284826,0,0,0,0,4.651521206,4.651521206,0,'',43,Dansk,18,kvinde,59.97180346,20,2,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Det havde jeg virkelig problemer med sidste sommerferie at jeg kun fik en månedsløn af mor og far,f15,n/a,n/a,Det havde jeg virkelig problemer med sidste jul at jeg kun fik en månedsløn af mor og far      ,f,jul,0,sommerferie,n/a,jul,filler,1,f15,1,'jul',0.030219695,0.030219695,0,1,1,0,'1',3.154424191,3.154424191,0,1,1,0,2.133468866,2.133468866,0,'',42,Dansk,18,kvinde,59.97180346,20,2,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
Der er altid popsangere der går og holder øje med at der ikke er nogen der snyder sig ind          ,f16,n/a,n/a,Der er altid idioter der går og holder øje med at der ikke er nogen der snyder sig ind          ,f,idioter,0,popsangere,n/a,idioter,filler,1,f16,1,'nogen',0.029686671,0.029686671,0,1,1,0,'1',3.513796091,3.513796091,0,0,0,0,1.666552901,1.666552901,0,'',19,Dansk,18,kvinde,59.97180346,20,2,2018_nov_15_1419,dansk,working program med print of rt og print med builderevent og forståelse 7.4,højre,dansk
